Assessed Governorate,Assessed District,District PCode,Site Name,Site Name A,Site PCode,Latitude,Longitude,Year of Displacement,Month of displacement  (2015 - 2016),Governorate of Orgin,District of Orgin,District of Orgin PCode,# Conflict IDPs HHs,# Conflict IDP Individuals,# Natural Disaster IDP HHs,# Natural Disaster IDP Individuals,Total IDP HHs,Total IDP Individuals,Avg Family Size,School Buildings,Health Facilities,Religious Buildings,Other Private Building,Other Public Building,Settlements (Grouped of Families) Urban and Rural,Isolated/dispersed settlements (detatched from a location),Rented Accomodation,Host Families Who are Relatives (no rent fee),Host Families Who are not Relatives (no rent fee),Second Home,Unknown,Main Needs,Interview Date,New Round,Source Of Info
Sa'ada,Al Hashwah,2213,Al-Masatah,الموسطه,2213241062,16.85225,44.23479,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,18,108,0,0,18,108,6,0,0,0,0,0,0,0,10,6,2,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Sahlah,سهله,2213241082,16.84887,44.22264,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,38,228,0,0,38,228,6,0,0,0,0,0,0,0,16,15,7,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Bn Humeidan,بن حميدان,2213241092,16.84721,44.21396,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,8,48,0,0,8,48,6,0,0,0,0,0,0,0,5,2,1,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Tarban,ترابان,2213241102,16.85007,44.20583,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,4,24,0,0,4,24,6,0,0,0,0,0,0,0,1,3,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Marhadh,مرحض,2213241112,16.84078,44.2073,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,5,30,0,0,5,30,6,0,0,0,0,0,0,0,1,4,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Al-Arein,العرين,2213241122,16.84064,44.20592,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,16,96,0,0,16,96,6,0,0,0,0,0,0,0,11,4,1,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Beer Sad,بير سعد,2213241132,16.83976,44.20385,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,6,36,0,0,6,36,6,0,0,0,0,0,0,0,1,4,1,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Al-Maflaj,المفلج,2213241142,16.83881,44.20152,2015,5,Sa'ada,Kitaf wa Al Boqe'e,2214,30,180,0,0,30,180,6,0,0,0,0,0,0,0,14,7,9,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Al-Amary,العماري,2213241152,16.86313,44.27576,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,21,126,0,0,21,126,6,0,0,0,0,0,0,0,12,5,4,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Makhdha,مخضع,2213241182,16.8336,44.19764,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,12,72,0,0,12,72,6,0,0,0,0,0,0,0,2,6,4,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Al Hashwah,2213,Al-Mashna,المشنع,2213241202,16.8835,44.29589,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,12,72,0,0,12,72,6,0,0,0,0,0,0,0,3,7,2,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Baqem,باقم,2201210011,17.42747107,43.4640544,2015,4,Sa'ada,Baqim,2201,17,102,0,0,17,102,6,0,0,0,2,0,5,10,0,0,0,0,0,Shelter/Housing,10-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al Aslan,ال عسلان,2201211012,17.41568,43.43267,2015,3,Sa'ada,Baqim,2201,12,72,0,0,12,72,6,0,0,0,0,0,9,0,0,3,0,0,0,Shelter/Housing,10-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Harf,الحرف,2201211022,17.38685,43.45024,2015,3,Sa'ada,Baqim,2201,12,72,0,0,12,72,6,0,0,0,0,0,4,7,0,1,0,0,0,Access to income,10-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al Alzameh,ال الزماح,2201211042,17.44239,43.44822,2015,3,Sa'ada,Baqim,2201,10,60,0,0,10,60,6,0,0,0,0,0,3,7,0,0,0,0,0,Access to income,11-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Wanein,الوينين,2201211052,17.40375,43.44438,2015,3,Sa'ada,Baqim,2201,5,30,0,0,5,30,6,0,0,0,0,0,0,5,0,0,0,0,0,Food,11-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Aal Maqeet,آل مقيت,2201211072,17.36663,43.48041,2015,3,Sa'ada,Baqim,2201,19,114,0,0,19,114,6,0,0,0,0,0,7,9,0,3,0,0,0,Access to income,12-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Mureisaghah,مريصغة,2201221012,17.55243,43.42829,2015,3,Sa'ada,Baqim,2201,9,54,0,0,9,54,6,0,0,0,0,0,3,4,0,2,0,0,0,Food,10-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al Majda,ال مجدع,2201221022,17.54502,43.45453,2015,4,Sa'ada,Baqim,2201,5,30,0,0,5,30,6,0,0,0,0,0,0,4,0,1,0,0,0,Food,10-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al Shareem,ال شريم,2201221032,17.50638,43.4648,2015,3,Sa'ada,Baqim,2201,9,54,0,0,9,54,6,0,0,0,0,0,4,5,0,0,0,0,0,Food,10-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Aal Al-Hamqi,ال الحماقي,2201221072,17.42419,43.46321,2015,3,Sa'ada,Baqim,2201,13,78,0,0,13,78,6,0,0,0,2,0,4,7,0,0,0,0,0,Access to income,12-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Dhabyah,ظبيه,2201221092,17.43343,43.4774,2015,3,Sa'ada,Baqim,2201,15,90,0,0,15,90,6,0,0,0,3,0,5,7,0,0,0,0,0,Food,13-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Mazhar,مزهر,2201221102,17.34556,43.54727,2015,3,Sa'ada,Baqim,2201,5,30,0,0,5,30,6,0,0,0,0,0,0,5,0,0,0,0,0,Food,13-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Amsah,امصاح,2201221122,17.52234,43.42094,2015,3,Sa'ada,Baqim,2201,6,36,0,0,6,36,6,0,0,0,2,0,3,1,0,0,0,0,0,Access to income,13-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Sharwa,شراوء,2201231032,17.34664,43.44081,2015,3,Sa'ada,Baqim,2201,9,54,0,0,9,54,6,0,0,0,2,0,4,3,0,0,0,0,0,Food,13-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Fundoq (Hotel),الفندق,2201241012,17.31577,43.40861,2015,3,Sa'ada,Baqim,2201,15,90,0,0,15,90,6,0,0,0,2,0,6,7,0,0,0,0,0,Access to income,16-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Sabtah,السبطه,2201241022,17.29389,43.40742,2015,3,Sa'ada,Baqim,2201,5,30,0,0,5,30,6,0,0,0,0,0,2,3,0,0,0,0,0,Shelter/Housing,16-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Yasnom,يسنم,2201241042,17.30508,43.44757,2015,3,Sa'ada,Baqim,2201,15,90,0,0,15,90,6,0,0,0,2,0,5,7,0,1,0,0,0,Access to income,18-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al Eyban,ال عيبان,2201241062,17.30908,43.43876,2015,3,Sa'ada,Baqim,2201,3,18,0,0,3,18,6,0,0,0,0,0,0,3,0,0,0,0,0,Shelter/Housing,18-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Majmah,المجمعة,2201241082,17.31541,43.40586,2015,3,Sa'ada,Baqim,2201,9,54,0,0,9,54,6,0,0,0,1,0,4,4,0,0,0,0,0,Shelter/Housing,18-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Sudan,سودان,2201241102,17.29988,43.45409,2015,5,Sa'ada,Baqim,2201,4,24,0,0,4,24,6,0,0,0,0,0,0,4,0,0,0,0,0,Shelter/Housing,19-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Ghalfaqah,غلفقه,2201251052,17.46327,43.40478,2015,4,Sa'ada,Baqim,2201,10,60,0,0,10,60,6,0,0,0,0,0,4,5,0,1,0,0,0,Food,18-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Sarh Al-Qahr,صرح القهر,2201251102,17.47381,43.33721,2015,3,Sa'ada,Baqim,2201,15,90,0,0,15,90,6,0,0,0,2,0,4,7,0,2,0,0,0,Shelter/Housing,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Jawah,الجوة,2201251112,17.51323,43.31357,2015,3,Sa'ada,Baqim,2201,8,48,0,0,8,48,6,0,0,0,0,0,2,6,0,0,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Eynah,العينة,2201251122,17.48056,43.27688,2015,3,Sa'ada,Baqim,2201,8,48,0,0,8,48,6,0,0,0,0,0,3,5,0,0,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Thahran,ثهران,2201251132,17.46476,43.28462,2015,3,Sa'ada,Baqim,2201,7,42,0,0,7,42,6,0,0,0,3,0,0,3,0,1,0,0,0,Access to income,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Souq (Market),السوق,2201251142,17.46354,43.29639,2015,3,Sa'ada,Baqim,2201,10,60,0,0,10,60,6,0,0,0,2,0,3,5,0,0,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Aghwal,الاغوال,2201261012,,,2015,3,Sa'ada,Baqim,2201,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Faidh,الفيض,2201261022,17.29969,43.43444,2015,4,Sa'ada,Baqim,2201,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,25-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al Shaeb,ال شاعب,2201271012,17.44874,43.38307,2015,3,Sa'ada,Baqim,2201,9,54,0,0,9,54,6,0,0,0,2,0,4,3,0,0,0,0,0,Food,25-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Khater,الخطر,2201271032,17.4272,43.3666,2015,3,Sa'ada,Baqim,2201,4,24,0,0,4,24,6,0,0,0,1,0,0,3,0,0,0,0,0,Access to income,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Bahrah,بحره,2201271042,17.43933,43.38493,2015,3,Sa'ada,Baqim,2201,4,24,0,0,4,24,6,0,0,0,0,0,0,4,0,0,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al-Hancarah,الحنكره,2201271052,17.43046,43.40432,2015,3,Sa'ada,Baqim,2201,8,48,0,0,8,48,6,0,0,0,1,0,3,4,0,0,0,0,0,Access to income,24-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Qamael,قماعل,2201271092,17.39322,43.41312,2015,3,Sa'ada,Baqim,2201,14,84,0,0,14,84,6,0,0,0,3,0,4,7,0,0,0,0,0,Shelter/Housing,25-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,Al Jameil,ال جميل,2201271112,17.41189,43.36766,2015,3,Sa'ada,Baqim,2201,10,60,0,0,10,60,6,0,0,0,0,0,3,7,0,0,0,0,0,Food,25-Nov-16,7,UNHCR/PMT
Sa'ada,Baqim,2201,,مندبة,2201999002,,,2015,3,Sa'ada,Baqim,2201,10,60,0,0,10,60,6,0,0,0,0,0,3,7,0,0,0,0,0,Shelter/Housing,24-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Wadi Marar,وادي مرر,2214211062,16.9761,44.28349,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,33,198,0,0,33,198,6,0,0,0,0,0,0,0,21,8,4,0,0,Food,11-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Ghareer,غرير,2214221032,16.89237,44.06251,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,119,714,0,0,119,714,6,0,0,0,0,0,0,0,85,19,15,0,0,Food,11-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Qabel,القابل,2214231012,17.15539,44.20413,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,21,126,0,0,21,126,6,0,0,0,0,0,0,0,5,3,13,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Darb Al-Safah,درب الصفاه,2214231022,16.92279,44.15089,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,13,78,0,0,13,78,6,0,0,0,0,0,0,0,5,4,4,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Rawdhah,الروضه,2214231032,16.92637,44.15673,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,10,60,0,0,10,60,6,0,0,0,0,0,0,0,3,2,5,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Watan Al-Maqash,وطن المقاش,2214231062,16.92186,44.17642,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,15,90,0,0,15,90,6,0,0,0,0,0,0,0,5,4,6,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al shaeeb,ال شعيب,2214231072,16.9211,44.16882,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,22,132,0,0,22,132,6,0,0,0,0,0,0,0,14,5,3,0,0,Food,18-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Waset,واسط,2214231082,,,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,8,48,0,0,8,48,6,0,0,0,0,0,0,0,7,0,1,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Heitat Al-Awadh,حيطة ال عوض,2214231092,16.92411,44.17988,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,19,114,0,0,19,114,6,0,0,0,0,0,0,0,9,5,5,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Mabdah,المبدعه,2214231102,16.94885,44.18042,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,16,96,0,0,16,96,6,0,0,0,0,0,0,0,7,4,5,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Khanq,الخنق,2214231112,16.92032,44.13955,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,21,126,0,0,21,126,6,0,0,0,0,0,0,0,14,4,3,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Zubairat,الزبيرات,2214241012,17.08989,44.1449,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,8,48,0,0,8,48,6,0,0,0,0,0,0,0,2,2,4,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Aql,العقل,2214241022,17.12184,44.15872,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,2,3,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Jerbah,الجربه,2214241042,17.2365,44.20606,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,12,72,0,0,12,72,6,0,0,0,0,0,0,0,5,3,4,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Aleein,العليين,2214241062,17.14982,44.18471,2015,5,Sa'ada,Kitaf wa Al Boqe'e,2214,24,144,0,0,24,144,6,0,0,0,0,0,0,0,7,9,8,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Marcabah,المركبه,2214241092,17.14282,44.18156,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,9,54,0,0,9,54,6,0,0,0,0,0,0,0,4,1,4,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Al-Majzah,المجزعه,2214241102,17.16365,44.23285,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,13,78,0,0,13,78,6,0,0,0,0,0,0,0,10,2,1,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,Halah,حله,2214241122,17.19183,44.16492,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,7,42,0,0,7,42,6,0,0,0,0,0,0,0,5,2,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Kitaf wa Al Boqe'e,2214,,القابل عزلة وادي آل ابو جباره,2214999002,,,2015,4,Sa'ada,Kitaf wa Al Boqe'e,2214,11,66,0,0,11,66,6,0,0,0,0,0,0,0,3,6,2,0,0,Food,21-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Majzar,مجز,2210211032,17.06174291,43.60326025,2015,3,Sa'ada,Majz,2210,290,"1,740",0,0,290,"1,740",6,20,0,0,0,0,45,0,175,26,24,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Al-Yemanyah,اليمانيه,2210221022,17.17324,43.33888,2015,12,Sa'ada,Qatabir,2202,22,132,0,0,22,132,6,0,0,0,0,0,5,0,9,5,3,0,0,Food,16-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Al-Qabdhah,القبضه,2210241032,16.99829,43.51308,2015,8,Sa'ada,Baqim,2201,37,222,0,0,37,222,6,6,0,0,0,0,7,0,14,4,6,0,0,Food,16-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Al-Noqa,النقع,2210251012,17.12418,43.61794,2015,12,Sa'ada,Monabbih,2203,25,150,0,0,25,150,6,0,0,0,0,0,8,0,12,2,3,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Al-Wadi Al-Asfal,الوادي الاسفل,2210291032,17.11911,43.49749,2015,10,Sa'ada,Ghamr,2204,14,84,0,0,14,84,6,0,0,0,0,0,4,0,6,2,2,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Al-Dahamelah,الدهامله,2210301012,17.20388,43.47309,2015,10,Sa'ada,Sahar,2211,30,180,0,0,30,180,6,0,0,0,0,0,4,0,22,4,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Mahrabah,محربه,2210301022,17.21527,43.42435,2015,3,Sa'ada,Monabbih,2203,16,96,0,0,16,96,6,0,0,0,0,0,0,0,0,8,8,0,0,Food,16-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Al-Qawsi,القوسي,2210321012,17.15188,43.33843,2015,10,Sa'ada,Baqim,2201,18,108,0,0,18,108,6,3,0,0,0,0,6,0,2,3,4,0,0,Food,16-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Tanqeer,تنقير,2210321112,17.10769,43.39272,2015,8,Sa'ada,Baqim,2201,20,120,0,0,20,120,6,2,0,0,0,0,4,0,7,5,2,0,0,Food,16-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,Sen Bosat,سن بوسات,2210321142,17.19843,43.4073,2015,10,Sa'ada,Qatabir,2202,25,150,0,0,25,150,6,4,0,0,0,0,5,0,12,1,3,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,المضه,2210999004,,,2015,11,Sa'ada,Monabbih,2203,36,216,0,0,36,216,6,0,0,0,0,0,14,0,15,3,4,0,0,Food,22-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,ال جابر,2210999005,,,2015,12,Sa'ada,Baqim,2201,15,90,0,0,15,90,6,2,0,0,0,0,5,0,2,3,3,0,0,Food,22-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,ال جبران,2210999006,,,2015,7,Sa'ada,Monabbih,2203,15,90,0,0,15,90,6,0,0,0,0,0,3,0,7,2,3,0,0,Food,17-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,ال صهين,2210999007,,,2015,8,Sa'ada,Monabbih,2203,2,12,0,0,2,12,6,0,0,0,0,0,2,0,0,0,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,ال عشان,2210999008,,,2015,12,Sa'ada,Baqim,2201,3,18,0,0,3,18,6,0,0,0,0,0,0,0,3,0,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الاوعار,2210999009,,,2015,10,Sa'ada,Qatabir,2202,12,72,0,0,12,72,6,2,0,0,0,0,4,0,2,2,2,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الت ربيع,2210999010,,,2015,10,Sa'ada,Ghamr,2204,14,84,0,0,14,84,6,0,0,0,0,0,6,0,4,1,3,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الجلابي,2210999013,,,2015,3,Sa'ada,Baqim,2201,4,24,0,0,4,24,6,0,0,0,0,0,0,0,2,2,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الحشره,2210999014,,,2015,5,Sa'ada,Qatabir,2202,7,42,0,0,7,42,6,2,0,0,0,0,1,0,2,2,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الحصن,2210999015,,,2015,3,Sa'ada,Haydan,2208,7,42,0,0,7,42,6,0,0,0,0,0,0,0,4,2,1,0,0,Food,17-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الحناب,2210999016,,,2015,3,Sa'ada,Baqim,2201,6,36,0,0,6,36,6,0,0,0,0,0,3,0,1,2,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الرحمه,2210999017,,,2015,12,Sa'ada,Baqim,2201,12,72,0,0,12,72,6,2,0,0,0,0,3,0,5,2,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,العصبه,2210999021,,,2015,12,Sa'ada,Ghamr,2204,5,30,0,0,5,30,6,0,0,0,0,0,0,0,4,1,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,المسكري,2210999022,,,2015,10,Sa'ada,Ghamr,2204,5,30,0,0,5,30,6,0,0,0,0,0,2,0,3,0,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,المعزب,2210999024,,,2015,10,Sa'ada,Baqim,2201,8,48,0,0,8,48,6,0,0,0,0,0,2,0,2,2,2,0,0,Food,14-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,الوادي,2210999025,,,2015,6,Sa'ada,Ghamr,2204,9,54,0,0,9,54,6,1,0,0,0,0,2,0,4,1,1,0,0,Food,24-Nov-16,7,UNHCR/PMT
Sa'ada,Majz,2210,,بني سويد,2210999027,,,2015,12,Sa'ada,Monabbih,2203,17,102,0,0,17,102,6,0,0,0,0,0,5,0,5,3,4,0,0,Food,22-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Al-Qalah,القلعه,2205210011,16.94937,43.27579,2015,4,Sa'ada,Razih,2205,18,108,0,0,18,108,6,0,0,0,0,0,8,7,1,2,0,0,0,Shelter/Housing,10-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Al-Sharw,الشرو,2205211022,,,2015,4,Sa'ada,Razih,2205,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,10-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Al-Atf,العطف,2205211072,16.94498,43.26742,2015,4,Sa'ada,Razih,2205,4,24,0,0,4,24,6,0,0,0,0,0,0,3,0,1,0,0,0,Access to income,11-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Ahjor,احجر,2205211092,16.96087,43.26464,2015,3,Sa'ada,Razih,2205,4,24,0,0,4,24,6,0,0,0,0,0,0,3,0,1,0,0,0,Food,12-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Al Sheikhein,ال شيخين,2205211112,16.94894,43.25937,2015,4,Sa'ada,Razih,2205,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Access to income,12-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Wadi Al-Ghamrah,وادي الغمره,2205211132,16.93,43.2515,2015,3,Sa'ada,Razih,2205,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,13-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Thaher Al-Mualaq,ثاهر المعلق,2205211142,16.92972,43.25066,2015,4,Sa'ada,Razih,2205,3,18,0,0,3,18,6,0,0,0,2,0,0,0,0,1,0,0,0,Food,13-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Wadaqer,واد اقر,2205221012,16.93273,43.26649,2015,3,Sa'ada,Razih,2205,5,30,0,0,5,30,6,0,0,0,0,0,4,0,0,1,0,0,0,Health,10-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Beinaw,بيناو,2205221022,16.9387,43.26367,2015,3,Sa'ada,Razih,2205,4,24,0,0,4,24,6,0,0,0,0,0,0,3,0,1,0,0,0,Access to income,10-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Sour Al Heyan,صور ال حيان,2205221032,16.93193,43.26757,2015,3,Sa'ada,Razih,2205,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,10-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Marbashah,مربشه,2205221052,16.92553,43.27486,2015,3,Sa'ada,Razih,2205,5,30,0,0,5,30,6,0,0,0,0,0,0,3,0,2,0,0,0,Access to income,11-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Al Zabyah,ال زابيه,2205221092,16.93074,43.28246,2015,4,Sa'ada,Razih,2205,3,18,0,0,3,18,6,0,0,0,0,0,0,2,0,1,0,0,0,Food,11-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Sharah,شعارة,2205221102,16.92367,43.27295,2015,3,Sa'ada,Razih,2205,19,114,0,0,19,114,6,0,0,0,2,0,8,8,0,1,0,0,0,Access to income,11-Nov-16,7,UNHCR/PMT
Sa'ada,Razih,2205,Ras Al-Wadi,راس الوادي,2205221122,16.93375,43.28553,2015,4,Sa'ada,Razih,2205,8,48,0,0,8,48,6,0,0,0,1,0,3,4,0,0,0,0,0,Access to income,12-Nov-16,7,UNHCR/PMT
