Destination,Origin,M_Size,Date,DataDate,OrigFood,OrigFuel,OrigWage,DestFood,DestFuel,DestWage,NumMonths
City-Damascus,City-Damascus,726,Oct 2017,Jul 2017,450,1500,1550,450,1500,1550,21
Homs,Homs,731,Oct 2017,Jul 2017,500,1412.5,1700,500,1412.5,1700,21
Hama,Hama,12326,Oct 2017,Jul 2017,575,1687.5,1900,575,1687.5,1900,21
Raqqa,Raqqa,7575,Oct 2017,Jul 2017,500,1525,1850,500,1525,1850,21
As_Suweida,As_Suweida,15,Oct 2017,Jul 2017,425,1625,2e3,425,1625,2e3,21
Deir Ezzor,Deir Ezzor,14376,Nov 2017,Aug 2017,1e3,4500,1150,1e3,4500,1150,22
Aleppo,Aleppo,9997,Nov 2017,Aug 2017,450,1475,2e3,450,1475,2e3,22
Hama,Hama,2864,Nov 2017,Aug 2017,590,1687.5,2e3,590,1687.5,2e3,22
Damascus,Damascus,364,Nov 2017,Aug 2017,475,1525,1700,475,1525,1700,22
Lattakia,Lattakia,489,Nov 2017,Aug 2017,391.5,1650,2e3,391.5,1650,2e3,22
Edlib,Edlib,16956,Nov 2017,Aug 2017,450,3890,2e3,450,3890,2e3,22
Daraa,Daraa,12,Nov 2017,Aug 2017,412.5,1622.5,1300,412.5,1622.5,1300,22
As_Suweida,As_Suweida,23,Nov 2017,Aug 2017,438,1617.5,2e3,438,1617.5,2e3,22
Raqqa,Raqqa,249,Nov 2017,Aug 2017,500,1650,1900,500,1650,1900,22
Tartous,Tartous,190,Nov 2017,Aug 2017,412.5,1650,1900,412.5,1650,1900,22
City-Damascus,City-Damascus,311,Nov 2017,Aug 2017,450,1500,1600,450,1500,1600,22
Homs,Homs,205,Nov 2017,Aug 2017,510,1412.5,1800,510,1412.5,1800,22
Hassakeh,Hassakeh,286,Nov 2017,Aug 2017,412.5,1325,950,412.5,1325,950,22
Al_Qunaytirah,Al_Qunaytirah,5,Nov 2017,Aug 2017,400,1525,1350,400,1525,1350,22
Hassakeh,Hassakeh,6,Dec 2017,Sep 2017,412.5,1262.5,1e3,412.5,1262.5,1e3,23
Aleppo,Aleppo,2611,Dec 2017,Sep 2017,472.5,1475,2e3,472.5,1475,2e3,23
Damascus,Damascus,5520,Dec 2017,Sep 2017,495,1550,1800,495,1550,1800,23
Hama,Hama,8895,Dec 2017,Sep 2017,550,1575,2e3,550,1575,2e3,23
Edlib,Edlib,66605,Dec 2017,Sep 2017,460,3895,2e3,460,3895,2e3,23
