"Destination","Origin","Flow","Date","DataDate","DestFood","DestFuel","OrigFood","OrigFuel","DestConflict3","OrigConflict3","DestConflict","OrigConflict","OrigLon","OrigLat","DestLon","DestLat","dist"
"Amran","Taizz",1254,Mar 2015,Dec 2014,250,150,250,150,0.168621375092527,0.168621375092527,3.55213809696849,3.55213809696849,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",1320,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.66173895963271,2.12749947723124,1.94941964976409,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",342,May 2015,Feb 2015,205,175,212.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.23710033989546,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",186,Jun 2015,Mar 2015,217.5,215,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.702860857493994,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",36,Jul 2015,Apr 2015,242.5,490,252.5,496.25,2.12749947723124,1.94941964976409,0.168621375092527,-0.00945845237462912,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",78,Aug 2015,May 2015,255,1250,270,907.5,1.23710033989546,1.23710033989546,-0.00945845237462912,-0.00945845237462912,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",6,Feb 2016,Nov 2015,368,575,391.5,618.75,-0.187538279841785,-0.00945845237462912,-0.00945845237462912,0.168621375092527,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",330,Apr 2016,Jan 2016,344,255,330.5,267.5,-0.187538279841785,-0.365618107308941,-0.365618107308941,-0.365618107308941,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",108,May 2016,Feb 2016,348,226,311,229,-0.00945845237462912,0.168621375092527,-0.543697934776097,-0.365618107308941,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",60,Jul 2016,Apr 2016,250,215,250,223.25,-0.365618107308941,-0.365618107308941,-0.365618107308941,-0.543697934776097,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",30,Aug 2016,May 2016,280,288,266.5,292.75,-0.543697934776097,-0.365618107308941,-0.543697934776097,-0.543697934776097,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",438,Oct 2016,Jul 2016,275,346,277,519,-0.365618107308941,-0.543697934776097,-0.543697934776097,-0.721777762243253,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",36,Nov 2016,Aug 2016,221,225,314,331,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.543697934776097,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Amran","Taizz",6,Dec 2016,Sep 2016,244,190,338,300,-0.543697934776097,-0.365618107308941,-0.543697934776097,-0.721777762243253,44.0178,13.57759,43.9437,16.2569,298365.889149556
"Dhamar","Abyan",102,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.66173895963271,2.12749947723124,1.94941964976409,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Abyan",132,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Abyan",6,Aug 2015,May 2015,270,907.5,270,907.5,1.23710033989546,1.41518016736262,-0.00945845237462912,-0.00945845237462912,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Abyan",12,Sep 2015,Jun 2015,285,926.25,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.702860857493994,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Abyan",12,Oct 2015,Jul 2015,271.25,725,271.25,725,0.168621375092527,-0.00945845237462912,0.168621375092527,-0.00945845237462912,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Abyan",18,May 2016,Feb 2016,311,229,311,229,-0.00945845237462912,0.168621375092527,-0.543697934776097,-0.365618107308941,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Abyan",12,Jul 2016,Apr 2016,250,223.25,250,223.25,-0.365618107308941,-0.365618107308941,-0.365618107308941,-0.543697934776097,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Abyan",6,Oct 2016,Jul 2016,249.5,318,263,310,-0.365618107308941,-0.543697934776097,-0.543697934776097,-0.721777762243253,46.05632,13.63434,44.40873,14.54554,204775.976525373
"Dhamar","Aden",6,Jan 2015,Oct 2014,245,150,235,150,1.23710033989546,1.05902051242831,2.48365913216555,2.66173895963271,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",168,Mar 2015,Dec 2014,250,150,235,150,0.168621375092527,0.346701202559683,3.55213809696849,3.55213809696849,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",1590,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.66173895963271,2.12749947723124,1.94941964976409,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",2316,May 2015,Feb 2015,212.5,150,196.25,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",798,Jun 2015,Mar 2015,228.75,206.25,227.5,202.5,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",648,Jul 2015,Apr 2015,252.5,496.25,257.5,540,2.12749947723124,1.94941964976409,0.168621375092527,-0.00945845237462912,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",264,Aug 2015,May 2015,270,907.5,410,1315,1.23710033989546,1.41518016736262,-0.00945845237462912,0.168621375092527,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",312,Sep 2015,Jun 2015,285,926.25,452,1362.5,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",108,Oct 2015,Jul 2015,271.25,725,455,983.75,0.168621375092527,-0.00945845237462912,0.168621375092527,-0.00945845237462912,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",78,Nov 2015,Aug 2015,260,418.75,300,154.16665,-0.00945845237462912,0.168621375092527,-0.187538279841785,-0.00945845237462912,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",6,Dec 2015,Sep 2015,275,562.5,300,350,0.524781030026838,0.524781030026838,0.346701202559683,0.346701202559683,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",366,Jan 2016,Oct 2015,342.5,603.25,335,369,0.168621375092527,-0.00945845237462912,-0.187538279841785,-0.365618107308941,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",96,Feb 2016,Nov 2015,391.5,618.75,383,399,-0.187538279841785,-0.00945845237462912,-0.00945845237462912,0.168621375092527,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",120,Mar 2016,Dec 2015,366,301.75,359,156.5,0.346701202559683,0.346701202559683,-0.543697934776097,-0.721777762243253,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",18,Apr 2016,Jan 2016,330.5,267.5,289,150,-0.187538279841785,-0.365618107308941,-0.365618107308941,-0.365618107308941,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",90,May 2016,Feb 2016,311,229,228,150,-0.00945845237462912,0.168621375092527,-0.543697934776097,-0.365618107308941,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",12,Jun 2016,Mar 2016,241.5,222.25,238,150,-0.543697934776097,-0.721777762243253,-0.899857589710408,-0.899857589710408,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",84,Jul 2016,Apr 2016,250,223.25,225,150,-0.365618107308941,-0.365618107308941,-0.365618107308941,-0.543697934776097,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",36,Aug 2016,May 2016,266.5,292.75,240,179.5,-0.543697934776097,-0.365618107308941,-0.543697934776097,-0.543697934776097,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",18,Oct 2016,Jul 2016,249.5,318,250,201.5,-0.365618107308941,-0.543697934776097,-0.543697934776097,-0.721777762243253,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",6,Nov 2016,Aug 2016,246.5,214,275,175,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.543697934776097,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",6,Dec 2016,Sep 2016,278,184,300,176.5,-0.543697934776097,-0.365618107308941,-0.543697934776097,-0.543697934776097,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Aden",6,Jan 2017,Oct 2016,300,185,317.5,185,-0.543697934776097,-0.721777762243253,-0.627041170767455,-0.389786159436154,45.0187,12.7855,44.40873,14.54554,206736.944274138
"Dhamar","Al Bayda",48,Mar 2015,Dec 2014,250,150,250,150,0.168621375092527,0.346701202559683,3.55213809696849,3.55213809696849,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",354,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.66173895963271,2.12749947723124,1.94941964976409,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",738,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",198,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",78,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,2.12749947723124,1.94941964976409,0.168621375092527,-0.00945845237462912,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",156,Aug 2015,May 2015,270,907.5,270,907.5,1.23710033989546,1.41518016736262,-0.00945845237462912,0.168621375092527,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",156,Sep 2015,Jun 2015,285,926.25,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",66,Oct 2015,Jul 2015,271.25,725,271.25,725,0.168621375092527,-0.00945845237462912,0.168621375092527,-0.00945845237462912,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",24,Nov 2015,Aug 2015,260,418.75,260,418.75,-0.00945845237462912,0.168621375092527,-0.187538279841785,-0.00945845237462912,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",6,Jan 2016,Oct 2015,342.5,603.25,342.5,603.25,0.168621375092527,-0.00945845237462912,-0.187538279841785,-0.365618107308941,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",18,Feb 2016,Nov 2015,391.5,618.75,391.5,618.75,-0.187538279841785,-0.00945845237462912,-0.00945845237462912,0.168621375092527,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",24,Mar 2016,Dec 2015,366,301.75,366,301.75,0.346701202559683,0.346701202559683,-0.543697934776097,-0.543697934776097,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",6,Apr 2016,Jan 2016,330.5,267.5,330.5,267.5,-0.187538279841785,-0.365618107308941,-0.365618107308941,-0.543697934776097,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",12,May 2016,Feb 2016,311,229,311,229,-0.00945845237462912,0.168621375092527,-0.543697934776097,-0.365618107308941,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",12,Jun 2016,Mar 2016,241.5,222.25,241.5,222.25,-0.543697934776097,-0.543697934776097,-0.899857589710408,-0.899857589710408,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",84,Jul 2016,Apr 2016,250,223.25,250,223.25,-0.365618107308941,-0.543697934776097,-0.365618107308941,-0.365618107308941,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",30,Aug 2016,May 2016,266.5,292.75,266.5,292.75,-0.543697934776097,-0.365618107308941,-0.543697934776097,-0.543697934776097,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",54,Sep 2016,Jun 2016,264.5,317.5,264.5,317.5,-0.899857589710408,-0.899857589710408,-0.543697934776097,-0.543697934776097,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",6,Oct 2016,Jul 2016,249.5,318,294,309,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",6,Nov 2016,Aug 2016,246.5,214,241.5,211,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.721777762243253,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Bayda",6,Feb 2017,Nov 2016,300,190,304.5,245,-0.721777762243253,-0.721777762243253,-0.363424491510454,0.0583621953007479,45.5771,13.9889,44.40873,14.54554,140457.375921965
"Dhamar","Al Dhale'e",6,Mar 2015,Dec 2014,250,150,250,150,0.168621375092527,0.346701202559683,3.55213809696849,3.55213809696849,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",114,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.48365913216555,2.12749947723124,1.94941964976409,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",342,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",30,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",24,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,2.12749947723124,1.94941964976409,0.168621375092527,0.168621375092527,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",42,Aug 2015,May 2015,270,907.5,270,907.5,1.23710033989546,1.41518016736262,-0.00945845237462912,-0.00945845237462912,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",24,Sep 2015,Jun 2015,285,926.25,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",66,Oct 2015,Jul 2015,271.25,725,271.25,725,0.168621375092527,0.168621375092527,0.168621375092527,-0.00945845237462912,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",72,Jan 2016,Oct 2015,342.5,603.25,342.5,603.25,0.168621375092527,-0.00945845237462912,-0.187538279841785,-0.187538279841785,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",18,Feb 2016,Nov 2015,391.5,618.75,391.5,618.75,-0.187538279841785,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",6,Mar 2016,Dec 2015,366,301.75,366,301.75,0.346701202559683,0.346701202559683,-0.543697934776097,-0.543697934776097,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",42,May 2016,Feb 2016,311,229,311,229,-0.00945845237462912,-0.00945845237462912,-0.543697934776097,-0.365618107308941,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",24,Jul 2016,Apr 2016,250,223.25,250,223.25,-0.365618107308941,-0.543697934776097,-0.365618107308941,-0.365618107308941,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",12,Aug 2016,May 2016,266.5,292.75,266.5,292.75,-0.543697934776097,-0.365618107308941,-0.543697934776097,-0.543697934776097,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",18,Sep 2016,Jun 2016,264.5,317.5,264.5,317.5,-0.899857589710408,-0.899857589710408,-0.543697934776097,-0.543697934776097,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Dhale'e",6,Mar 2017,Dec 2016,278,198,292.5,235,-0.543697934776097,-0.543697934776097,-0.521594499064655,-0.442509495287554,44.77564,13.80498,44.40873,14.54554,91456.7042966519
"Dhamar","Al Hudaydah",222,Mar 2015,Dec 2014,250,150,255,150,0.168621375092527,0.346701202559683,3.55213809696849,3.55213809696849,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",1428,Apr 2015,Jan 2015,225,150,210,150,2.48365913216555,2.48365913216555,2.12749947723124,1.94941964976409,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",2676,May 2015,Feb 2015,212.5,150,195,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",942,Jun 2015,Mar 2015,228.75,206.25,222.5,195,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",324,Jul 2015,Apr 2015,252.5,496.25,237.5,502.5,2.12749947723124,1.94941964976409,0.168621375092527,0.168621375092527,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",198,Aug 2015,May 2015,270,907.5,240,750,1.23710033989546,1.41518016736262,-0.00945845237462912,-0.00945845237462912,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",120,Sep 2015,Jun 2015,285,926.25,265,787.5,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",54,Oct 2015,Jul 2015,271.25,725,278.75,650,0.168621375092527,0.168621375092527,0.168621375092527,-0.00945845237462912,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",18,Nov 2015,Aug 2015,260,418.75,270,562.5,-0.00945845237462912,-0.00945845237462912,-0.187538279841785,-0.00945845237462912,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",54,Dec 2015,Sep 2015,275,562.5,350,700,0.524781030026838,0.524781030026838,0.346701202559683,0.346701202559683,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",162,Jan 2016,Oct 2015,342.5,603.25,350,694,0.168621375092527,-0.00945845237462912,-0.187538279841785,-0.187538279841785,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",72,Feb 2016,Nov 2015,391.5,618.75,400,668.5,-0.187538279841785,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",96,Mar 2016,Dec 2015,366,301.75,330,291,0.346701202559683,0.346701202559683,-0.543697934776097,-0.543697934776097,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",168,Apr 2016,Jan 2016,330.5,267.5,210,310.5,-0.187538279841785,-0.187538279841785,-0.365618107308941,-0.543697934776097,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",180,May 2016,Feb 2016,311,229,208,232,-0.00945845237462912,-0.00945845237462912,-0.543697934776097,-0.365618107308941,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",30,Jun 2016,Mar 2016,241.5,222.25,210,230.5,-0.543697934776097,-0.543697934776097,-0.899857589710408,-0.899857589710408,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",228,Jul 2016,Apr 2016,250,223.25,225,235,-0.365618107308941,-0.543697934776097,-0.365618107308941,-0.365618107308941,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",114,Aug 2016,May 2016,266.5,292.75,259,306,-0.543697934776097,-0.365618107308941,-0.543697934776097,-0.543697934776097,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",30,Sep 2016,Jun 2016,264.5,317.5,265,335,-0.899857589710408,-0.899857589710408,-0.543697934776097,-0.543697934776097,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",6,Nov 2016,Aug 2016,246.5,214,249,260,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.721777762243253,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",24,Dec 2016,Sep 2016,278,184,296.5,210,-0.543697934776097,-0.543697934776097,-0.543697934776097,-0.543697934776097,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",18,Jan 2017,Oct 2016,300,185,310,193,-0.543697934776097,-0.543697934776097,-0.627041170767455,1.79823227839696,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Hudaydah",12,Apr 2017,Jan 2017,279.5,248,297,300,-0.627041170767455,1.79823227839696,-0.627041170767455,0.42742554626055,42.97088,14.79091,44.40873,14.54554,157234.364341106
"Dhamar","Al Jawf",36,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.48365913216555,2.12749947723124,1.94941964976409,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",60,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",12,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",42,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,2.12749947723124,1.94941964976409,0.168621375092527,0.168621375092527,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",6,Aug 2015,May 2015,270,907.5,270,907.5,1.23710033989546,1.41518016736262,-0.00945845237462912,-0.00945845237462912,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",6,Sep 2015,Jun 2015,285,926.25,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",6,Jan 2016,Oct 2015,342.5,603.25,342.5,603.25,0.168621375092527,-0.00945845237462912,-0.187538279841785,-0.187538279841785,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",6,Mar 2016,Dec 2015,366,301.75,366,301.75,0.346701202559683,0.346701202559683,-0.543697934776097,-0.543697934776097,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Jawf",6,May 2016,Feb 2016,311,229,311,229,-0.00945845237462912,-0.00945845237462912,-0.543697934776097,-0.365618107308941,45.29939,16.79018,44.40873,14.54554,267484.568092937
"Dhamar","Al Maharah",36,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.48365913216555,2.12749947723124,1.94941964976409,51.68343,16.52384,44.40873,14.54554,810633.804954834
"Dhamar","Al Maharah",24,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,51.68343,16.52384,44.40873,14.54554,810633.804954834
"Dhamar","Al Maharah",18,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,51.68343,16.52384,44.40873,14.54554,810633.804954834
"Dhamar","Al Maharah",6,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,2.12749947723124,1.94941964976409,0.168621375092527,0.168621375092527,51.68343,16.52384,44.40873,14.54554,810633.804954834
"Dhamar","Al Mahwit",24,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.48365913216555,2.12749947723124,1.94941964976409,43.54627,15.46878,44.40873,14.54554,138426.853560916
"Dhamar","Al Mahwit",30,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.41518016736262,43.54627,15.46878,44.40873,14.54554,138426.853560916
"Dhamar","Al Mahwit",24,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,43.54627,15.46878,44.40873,14.54554,138426.853560916
"Dhamar","Al Mahwit",18,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,2.12749947723124,1.94941964976409,0.168621375092527,0.168621375092527,43.54627,15.46878,44.40873,14.54554,138426.853560916
"Dhamar","Al Mahwit",6,Aug 2015,May 2015,270,907.5,270,907.5,1.23710033989546,1.41518016736262,-0.00945845237462912,-0.00945845237462912,43.54627,15.46878,44.40873,14.54554,138426.853560916
"Dhamar","Al Mahwit",6,Sep 2015,Jun 2015,285,926.25,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,43.54627,15.46878,44.40873,14.54554,138426.853560916
"Dhamar","Al Mahwit",6,Mar 2016,Dec 2015,366,301.75,366,301.75,0.346701202559683,0.346701202559683,-0.543697934776097,-0.543697934776097,43.54627,15.46878,44.40873,14.54554,138426.853560916
"Dhamar","Amanat Al Asimah",96,Feb 2015,Nov 2014,250,150,250,150,-0.365618107308941,-0.187538279841785,0.346701202559683,0.346701202559683,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",738,Mar 2015,Dec 2014,250,150,245,150,0.168621375092527,0.168621375092527,3.55213809696849,3.55213809696849,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",9990,Apr 2015,Jan 2015,225,150,225,150,2.48365913216555,2.48365913216555,2.12749947723124,2.12749947723124,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",13632,May 2015,Feb 2015,212.5,150,222.5,150,0.346701202559683,0.346701202559683,1.23710033989546,1.23710033989546,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",4170,Jun 2015,Mar 2015,228.75,206.25,235,190,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",2904,Jul 2015,Apr 2015,252.5,496.25,257.5,475,2.12749947723124,2.12749947723124,0.168621375092527,0.168621375092527,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",1554,Aug 2015,May 2015,270,907.5,280,275,1.23710033989546,1.23710033989546,-0.00945845237462912,-0.00945845237462912,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",1050,Sep 2015,Jun 2015,285,926.25,300,272,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",882,Oct 2015,Jul 2015,271.25,725,263.75,306.25,0.168621375092527,0.168621375092527,0.168621375092527,0.168621375092527,44.22894,15.43293,44.40873,14.54554,100657.840696453
"Dhamar","Amanat Al Asimah",786,Nov 2015,Aug 2015,260,418.75,250,458.33335,-0.00945845237462912,-0.00945845237462912,-0.187538279841785,-0.187538279841785,44.22894,15.43293,44.40873,14.54554,100657.840696453
